Name,address,star,Rating+Noreview,Rank,price,seat,openclosedate-time,type,facilities
Tuxedo Espresso Coffee Bar,491 ถ. สุขุมวิท แขวง คลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร (Carlton Hotel Bangkok Sukhumvit),3.9, 9 เรตติ้ง (7 รีวิว),"อันดับ #418 จาก 27,965", (101 - 250 บาท),,{'ทุกวัน': ['09:00 - 19:30']},"ร้านกาแฟ/ชา,","[{'Tuxedo Espresso Coffee Bar': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True}]"
RISTRETTO (ริสเตรทโต้),ถนนนาคนิวาส กรุงเทพมหานคร (นาคนิวาสระหว่างซอย 5 และ ซอย 7),4.1, 72 เรตติ้ง (55 รีวิว),อันดับ #16 จาก 684, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,{'ทุกวัน': ['09:00 - 18:00']},"ร้านกาแฟ/ชา,","[{'RISTRETTO (ริสเตรทโต้)': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'รับบัตรเครดิต': False}]"
Mezzo Coffee (เมซโซ่ คอฟฟี่),"L1, พระราม2 แสมดำ บางขุนเทียน กรุงเทพมหานคร กรุงเทพมหานคร (ชั้น1ฝั่งเมเจอร์)",3.9, 17 เรตติ้ง (17 รีวิว),อันดับ #10 จาก 670, (101 - 250 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - ศุกร์': ['11:00 - 21:00'], 'เสาร์, อาทิตย์': ['10:00 - 21:00']}","ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Mezzo Coffee (เมซโซ่ คอฟฟี่)': True, 'ที่จอดรถ': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True}]"
Me tea - Asoke (ถนนอโศก) (มีที - สาขาอโศก (ถนนอโศก)),Me tea สุขุมวิท 21 กรุงเทพมหานคร (The garden by p Landscape),3.7, 28 เรตติ้ง (21 รีวิว),"อันดับ #421 จาก 27,965", (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,{'ทุกวัน': ['10:00 - 22:00']},"ร้านกาแฟ/ชา,ชานมไข่มุก,คาเฟ่,","[{'Me tea - Asoke (ถนนอโศก) (มีที - สาขาอโศก (ถนนอโศก))': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Coffee Effect (Coffee Effect),"2089/3, โครงการ เดอะ มาสเตอร์ แอท บีทีเอส  ซอยอ่อนนุช 41 สวนหลวง สวนหลวง กรุงเทพมหานคร กรุงเทพมหานคร",4.1, 6 เรตติ้ง (5 รีวิว),อันดับ #17 จาก 214, (101 - 250 บาท),11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['08:00 - 18:00']},"คาเฟ่,ร้านกาแฟ/ชา,","[{'Coffee Effect (Coffee Effect)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
ti (ไท) - coffee (ไท),"768/1, Soi Charoen Krung 19 ป้อมปราบ ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร กรุงเทพมหานคร (ร้านตั้งอยู่ในซอยมังกร (ซอยข้างวัดมังกร) หน้าร้านสีขาว)",3.9, 7 เรตติ้ง (6 รีวิว),อันดับ #10 จาก 182, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์ - อังคาร': ['09:00 - 16:30'], 'พฤหัสบดี - อาทิตย์': ['09:00 - 16:30']}","ร้านกาแฟ/ชา,","[{'ti (ไท) - coffee (ไท)': True, 'ที่จอดรถ': False, 'Wi-Fi': False, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
HALO Koffee,"Soi Pracha Uthit 23, Samsen Nok, Bangkok, 10310, Thailand กรุงเทพมหานคร",4, 11 เรตติ้ง (9 รีวิว),อันดับ #7 จาก 766, (101 - 250 บาท),,{'ทุกวัน': ['08:30 - 16:30']},"ร้านกาแฟ/ชา,","[{'HALO Koffee': True, 'เดลิเวอรี': True}]"
1:2 Bangkok brew,ชั้น1 โซนอเวนิว หน้าVilla Market เมเจอร์อเวนิวรัชโยธิน กรุงเทพมหานคร,4.1, 4 เรตติ้ง (2 รีวิว),"อันดับ #19 จาก 1,300", (ต่ำกว่า 100 บาท),,{'ทุกวัน': ['08:00 - 18:00']},"ร้านกาแฟ/ชา,","[{'1:2 Bangkok brew': True, 'เดลิเวอรี': True}]"
GAGA (กาก้า),ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,3.9, 96 เรตติ้ง (70 รีวิว),"อันดับ #30 จาก 7,259", (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,{'ทุกวัน': ['10:00 - 21:00']},"ชานมไข่มุก,ร้านกาแฟ/ชา,ของหวาน,","[{'GAGA (กาก้า)': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Hollys Coffee,"บางนา, กรุงเทพมหานคร, 10260, ประเทศไทย กรุงเทพมหานคร (ชั้น 5 ฝั่งพลาซ่า ตรงข้ามร้าน The Pizza)",3.9, 43 เรตติ้ง (38 รีวิว),อันดับ #4 จาก 570, (101 - 250 บาท),,"{'จันทร์ - ศุกร์': ['11:00 - 21:00'], 'เสาร์, อาทิตย์': ['10:00 - 21:00']}","ร้านกาแฟ/ชา,","[{'Hollys Coffee': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False}]"
Hlun Cafe (หลุน คาเฟ่),"ถ.โชคชัย4, ซ.13 สะพานสอง วังทองหลาง กรุงเทพมหานคร กรุงเทพมหานคร (อยู่ปากซอยโชคชัย 4/13 อยู่ติดถนนใหญ่ ข้างร้านที่นอน)",4, 3 เรตติ้ง (2 รีวิว),อันดับ #13 จาก 732, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,{'ทุกวัน': ['09:30 - 17:00']},"ร้านกาแฟ/ชา,คาเฟ่,เบเกอรี/เค้ก,","[{'Hlun Cafe (หลุน คาเฟ่)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Season House,"822/29, ซอย เจริญกรุง 107 แยก 30 บางโคล่ บางคอแหลม กรุงเทพมหานคร กรุงเทพมหานคร (ตึกสีขาวหัวมุม อยู่หน้าปากซอยริมถนน / จอดรถหน้าร้าน หรือลานจอดรถ แยก34)",3.7, 16 เรตติ้ง (10 รีวิว),อันดับ #8 จาก 59, (251 - 500 บาท),,"{'จันทร์ - ศุกร์': ['08:30 - 17:30'], 'เสาร์, อาทิตย์': ['10:00 - 17:30']}","คาเฟ่,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Season House': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Evol’s cafe and restaurant,"35/1, ถนน สุขาภิบาล 2 ประเวศ ประเวศ กรุงเทพมหานคร กรุงเทพมหานคร",3.8, 3 เรตติ้ง (3 รีวิว),อันดับ #1 จาก 109, (101 - 250 บาท),,{'ทุกวัน': ['08:00 - 21:00']},"อาหารนานาชาติ,ร้านกาแฟ/ชา,อาหารไทย,","[{'Evol’s cafe and restaurant': True, 'ที่จอดรถ': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True}]"
Van Hart Coffee (แวนฮาร์ต คอฟฟี่),ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,4, 30 เรตติ้ง (20 รีวิว),อันดับ #12 จาก 298, (101 - 250 บาท),,"{'จันทร์ - ศุกร์': ['10:00 - 21:30'], 'เสาร์': ['10:00 - 20:30'], 'อาทิตย์': ['10:00 - 21:30']}","ร้านกาแฟ/ชา,","[{'Van Hart Coffee (แวนฮาร์ต คอฟฟี่)': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
TankCoffee:Cafe (แท้งค์คอฟฟี่ คาเฟ่),246 ถนน ชัยพฤกษ์ เขตตลิ่งชัน กรุงเทพมหานคร ไทย กรุงเทพมหานคร,4.1, 10 เรตติ้ง (8 รีวิว),อันดับ #13 จาก 458, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์': ['08:00 - 17:00'], 'อังคาร - ศุกร์': ['07:00 - 17:00'], 'เสาร์, อาทิตย์': ['08:00 - 17:00']}","ร้านกาแฟ/ชา,คาเฟ่,เครื่องดื่ม/น้ำผลไม้,","[{'TankCoffee:Cafe (แท้งค์คอฟฟี่ คาเฟ่)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'เดลิเวอรี': True}]"
ณ บวร (Na Bawon),361 ถนนพระสุเมรุ เขตพระนคร กรุงเทพฯ 10200 กรุงเทพมหานคร,4, 40 เรตติ้ง (34 รีวิว),อันดับ #21 จาก 496, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['10:00 - 19:00']},"ร้านกาแฟ/ชา,เบเกอรี/เค้ก,เครื่องดื่ม/น้ำผลไม้,","[{'ณ บวร (Na Bawon)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
